,Rooms,Price,Date,Propertycount,Distance,Qtr,Year,Type_h,Type_t,Type_u,Regionname_Eastern Metropolitan,Regionname_Northern Metropolitan,Regionname_South-Eastern Metropolitan,Regionname_Southern Metropolitan,Regionname_Victoria,Regionname_Western Metropolitan,Method_PI,Method_S,Method_SA,Method_SP,Method_VB
302,2,750000.0,2017-01-04,5454,13.8,1,2017,0,0,1,0,0,0,1,0,0,0,1,0,0,0
303,3,1510000.0,2017-01-04,5454,13.8,1,2017,0,1,0,0,0,0,1,0,0,0,1,0,0,0
304,3,1500000.0,2017-01-04,5454,13.8,1,2017,1,0,0,0,0,0,1,0,0,1,0,0,0,0
305,3,855000.0,2017-01-04,11308,5.3,1,2017,0,0,1,0,0,0,1,0,0,0,1,0,0,0
308,2,490000.0,2017-01-04,11308,5.3,1,2017,0,0,1,0,0,0,1,0,0,0,1,0,0,0
309,2,620000.0,2017-01-04,11308,5.3,1,2017,0,0,1,0,0,0,1,0,0,1,0,0,0,0
310,2,600000.0,2017-01-04,11308,5.3,1,2017,0,0,1,0,0,0,1,0,0,0,1,0,0,0
312,3,975000.0,2017-01-04,11308,5.3,1,2017,0,0,1,0,0,0,1,0,0,0,1,0,0,0
314,2,655000.0,2017-01-04,2890,8.9,1,2017,0,0,1,1,0,0,0,0,0,0,1,0,0,0
315,4,1420000.0,2017-01-04,2890,8.9,1,2017,1,0,0,1,0,0,0,0,0,0,1,0,0,0
316,3,786000.0,2017-01-04,2947,8.8,1,2017,1,0,0,1,0,0,0,0,0,0,1,0,0,0
318,3,959000.0,2017-01-04,2947,8.8,1,2017,1,0,0,1,0,0,0,0,0,0,1,0,0,0
319,3,720000.0,2017-01-04,2674,8.8,1,2017,1,0,0,1,0,0,0,0,0,0,1,0,0,0
321,3,1322000.0,2017-01-04,4794,16.0,1,2017,1,0,0,0,0,0,1,0,0,0,1,0,0,0
323,4,612500.0,2017-01-04,5556,18.0,1,2017,1,0,0,0,0,0,0,0,1,0,1,0,0,0
324,4,630000.0,2017-01-04,5556,18.0,1,2017,1,0,0,0,0,0,0,0,1,0,0,0,1,0
325,4,715000.0,2017-01-04,13830,18.4,1,2017,1,0,0,0,0,0,0,0,1,0,1,0,0,0
327,4,686500.0,2017-01-04,13830,18.4,1,2017,1,0,0,0,0,0,0,0,1,0,1,0,0,0
328,2,1065000.0,2017-01-04,3145,12.3,1,2017,1,0,0,0,0,0,1,0,0,0,1,0,0,0
329,4,1355000.0,2017-01-04,3145,12.3,1,2017,1,0,0,0,0,0,1,0,0,0,1,0,0,0
330,3,1145000.0,2017-01-04,768,12.3,1,2017,1,0,0,0,0,0,1,0,0,0,1,0,0,0
331,2,792000.0,2017-01-04,5549,7.8,1,2017,1,0,0,1,0,0,0,0,0,0,1,0,0,0
332,3,1440000.0,2017-01-04,5549,7.8,1,2017,1,0,0,1,0,0,0,0,0,0,0,0,1,0
334,2,660000.0,2017-01-04,5549,7.8,1,2017,0,0,1,1,0,0,0,0,0,0,0,0,0,1
335,3,1977000.0,2017-01-04,5549,7.8,1,2017,1,0,0,1,0,0,0,0,0,0,1,0,0,0
336,3,1840000.0,2017-01-04,5549,7.8,1,2017,1,0,0,1,0,0,0,0,0,0,0,0,1,0
337,4,1275000.0,2017-01-04,5549,7.8,1,2017,1,0,0,1,0,0,0,0,0,1,0,0,0,0
338,3,1781000.0,2017-01-04,1554,7.8,1,2017,1,0,0,1,0,0,0,0,0,0,1,0,0,0
339,3,575000.0,2017-01-04,851,14.0,1,2017,1,0,0,0,1,0,0,0,0,0,1,0,0,0
340,3,542000.0,2017-01-04,851,14.0,1,2017,1,0,0,0,1,0,0,0,0,0,1,0,0,0
341,3,569000.0,2017-01-04,3656,15.5,1,2017,1,0,0,0,0,0,0,0,1,0,1,0,0,0
342,3,950000.0,2017-01-04,5629,11.7,1,2017,1,0,0,0,0,0,0,0,1,0,1,0,0,0
343,4,850000.0,2017-01-04,5629,11.7,1,2017,1,0,0,0,0,0,0,0,1,0,1,0,0,0
345,3,756000.0,2017-01-04,5629,11.7,1,2017,1,0,0,0,0,0,0,0,1,0,1,0,0,0
347,3,680000.0,2017-01-04,5629,11.7,1,2017,0,0,1,0,0,0,0,0,1,0,1,0,0,0
348,1,360000.0,2017-01-04,5263,3.4,1,2017,0,0,1,0,1,0,0,0,0,0,0,0,0,1
349,1,325000.0,2017-01-04,5263,3.4,1,2017,0,0,1,0,1,0,0,0,0,1,0,0,0,0
350,4,1103000.0,2017-01-04,5263,3.4,1,2017,1,0,0,0,1,0,0,0,0,0,1,0,0,0
351,2,901000.0,2017-01-04,5263,3.4,1,2017,1,0,0,0,1,0,0,0,0,0,1,0,0,0
353,2,653000.0,2017-01-04,10331,5.4,1,2017,0,0,1,0,0,0,1,0,0,0,1,0,0,0
356,3,2000000.0,2017-01-04,10331,5.4,1,2017,1,0,0,0,0,0,1,0,0,0,1,0,0,0
358,4,1610000.0,2017-01-04,10331,5.4,1,2017,1,0,0,0,0,0,1,0,0,0,1,0,0,0
361,4,2315000.0,2017-01-04,10331,5.4,1,2017,1,0,0,0,0,0,1,0,0,0,0,0,1,0
362,3,1050000.0,2017-01-04,10331,5.4,1,2017,1,0,0,0,0,0,1,0,0,0,0,0,0,1
364,3,2155000.0,2017-01-04,10331,5.4,1,2017,1,0,0,0,0,0,1,0,0,0,0,0,1,0
365,3,830000.0,2017-01-04,10331,5.4,1,2017,0,0,1,0,0,0,1,0,0,0,0,0,1,0
367,4,1770000.0,2017-01-04,2671,7.3,1,2017,1,0,0,0,0,0,1,0,0,0,1,0,0,0
368,3,600000.0,2017-01-04,8459,25.2,1,2017,1,0,0,0,0,1,0,0,0,1,0,0,0,0
374,3,592000.0,2017-01-04,8279,16.3,1,2017,1,0,0,0,1,0,0,0,0,0,1,0,0,0
377,4,1120000.0,2017-01-04,4168,12.7,1,2017,1,0,0,0,1,0,0,0,0,0,0,0,0,1
378,3,710000.0,2017-01-04,4168,12.7,1,2017,0,0,1,0,1,0,0,0,0,0,1,0,0,0
379,3,915000.0,2017-01-04,4168,12.7,1,2017,1,0,0,0,1,0,0,0,0,0,1,0,0,0
381,1,360000.0,2017-01-04,4675,5.9,1,2017,0,0,1,0,0,0,1,0,0,1,0,0,0,0
382,4,2400000.0,2017-01-04,4675,5.9,1,2017,1,0,0,0,0,0,1,0,0,0,0,0,0,1
383,3,1350000.0,2017-01-04,4675,5.9,1,2017,1,0,0,0,0,0,1,0,0,0,1,0,0,0
384,1,450000.0,2017-01-04,4675,5.9,1,2017,0,0,1,0,0,0,1,0,0,0,1,0,0,0
387,3,2000000.0,2017-01-04,8801,8.4,1,2017,1,0,0,0,0,0,1,0,0,0,1,0,0,0
388,3,1150000.0,2017-01-04,8801,8.4,1,2017,0,1,0,0,0,0,1,0,0,0,0,0,0,1
389,3,813000.0,2017-01-04,4918,4.3,1,2017,1,0,0,0,0,0,0,0,1,0,1,0,0,0
390,2,330000.0,2017-01-04,4918,4.3,1,2017,0,0,1,0,0,0,0,0,1,0,1,0,0,0
391,5,1425000.0,2017-01-04,4918,4.3,1,2017,1,0,0,0,0,0,0,0,1,0,0,0,1,0
392,3,875000.0,2017-01-04,2397,11.4,1,2017,0,0,1,0,0,0,1,0,0,1,0,0,0,0
393,2,1265000.0,2017-01-04,2397,11.4,1,2017,1,0,0,0,0,0,1,0,0,0,1,0,0,0
394,3,1200000.0,2017-01-04,2397,11.4,1,2017,1,0,0,0,0,0,1,0,0,0,0,0,1,0
395,3,520000.0,2017-01-04,4704,17.4,1,2017,1,0,0,0,1,0,0,0,0,0,1,0,0,0
396,2,605000.0,2017-01-04,17496,0.0,1,2017,0,0,1,0,1,0,0,0,0,0,1,0,0,0
397,2,649000.0,2017-01-04,17496,0.0,1,2017,0,0,1,0,1,0,0,0,0,1,0,0,0,0
398,1,440000.0,2017-01-04,17496,0.0,1,2017,0,0,1,0,1,0,0,0,0,0,0,0,1,0
399,3,431000.0,2017-01-04,3600,31.7,1,2017,1,0,0,0,0,0,0,1,0,0,1,0,0,0
400,4,1300000.0,2017-01-04,6162,20.0,1,2017,1,0,0,0,0,1,0,0,0,0,1,0,0,0
401,1,337000.0,2017-01-04,6162,20.0,1,2017,0,0,1,0,0,1,0,0,0,0,1,0,0,0
403,4,525500.0,2017-01-04,5812,25.9,1,2017,1,0,0,0,1,0,0,0,0,0,1,0,0,0
404,2,800000.0,2017-01-04,2019,3.0,1,2017,0,0,1,0,0,0,1,0,0,0,1,0,0,0
405,3,425000.0,2017-01-04,10529,17.9,1,2017,1,0,0,0,1,0,0,0,0,0,1,0,0,0
406,3,595500.0,2017-01-04,10529,17.9,1,2017,1,0,0,0,1,0,0,0,0,0,1,0,0,0
407,3,660000.0,2017-01-04,10529,17.9,1,2017,1,0,0,0,1,0,0,0,0,0,1,0,0,0
409,3,1300000.0,2017-01-04,6871,17.2,1,2017,1,0,0,1,0,0,0,0,0,0,0,0,1,0
410,3,820000.0,2017-01-04,3891,16.2,1,2017,1,0,0,1,0,0,0,0,0,0,0,0,1,0
411,3,725000.0,2017-01-04,3891,16.2,1,2017,1,0,0,1,0,0,0,0,0,0,1,0,0,0
412,2,1180000.0,2017-01-04,6232,6.2,1,2017,1,0,0,0,0,0,0,0,1,0,1,0,0,0
413,2,910000.0,2017-01-04,6232,6.2,1,2017,1,0,0,0,0,0,0,0,1,0,1,0,0,0
414,3,887500.0,2017-01-04,6232,6.2,1,2017,1,0,0,0,0,0,0,0,1,0,1,0,0,0
415,3,1143000.0,2017-01-04,6232,6.2,1,2017,1,0,0,0,0,0,0,0,1,0,1,0,0,0
417,3,1117500.0,2017-01-04,6232,6.2,1,2017,1,0,0,0,0,0,0,0,1,0,1,0,0,0
418,3,1330000.0,2017-01-04,6232,6.2,1,2017,1,0,0,0,0,0,0,0,1,0,1,0,0,0
419,2,800000.0,2017-01-04,2555,14.3,1,2017,1,0,0,0,0,0,1,0,0,0,1,0,0,0
420,5,1410000.0,2017-01-04,2555,14.3,1,2017,1,0,0,0,0,0,1,0,0,0,1,0,0,0
421,1,457500.0,2017-01-04,2555,14.3,1,2017,0,1,0,0,0,0,1,0,0,0,1,0,0,0
422,3,778000.0,2017-01-04,8280,26.5,1,2017,1,0,0,0,0,0,0,1,0,0,1,0,0,0
423,3,822000.0,2017-01-04,3650,21.5,1,2017,0,1,0,0,0,1,0,0,0,0,1,0,0,0
424,3,895000.0,2017-01-04,3650,21.5,1,2017,1,0,0,0,0,1,0,0,0,0,1,0,0,0
425,4,1300000.0,2017-01-04,3650,21.5,1,2017,1,0,0,0,0,1,0,0,0,1,0,0,0,0
426,2,568888.0,2017-01-04,13366,14.2,1,2017,0,0,1,1,0,0,0,0,0,0,1,0,0,0
427,5,3105000.0,2017-01-04,13366,14.2,1,2017,1,0,0,1,0,0,0,0,0,0,1,0,0,0
428,4,1500000.0,2017-01-04,13366,14.2,1,2017,1,0,0,1,0,0,0,0,0,0,1,0,0,0
429,3,1030000.0,2017-01-04,13366,14.2,1,2017,0,1,0,1,0,0,0,0,0,0,1,0,0,0
433,4,1275000.0,2017-01-04,13366,14.2,1,2017,1,0,0,1,0,0,0,0,0,1,0,0,0,0
434,3,1360000.0,2017-01-04,13366,14.2,1,2017,1,0,0,1,0,0,0,0,0,0,1,0,0,0
437,4,980000.0,2017-01-04,13366,14.2,1,2017,1,0,0,1,0,0,0,0,0,0,0,0,1,0
439,5,1601000.0,2017-01-04,13366,14.2,1,2017,1,0,0,1,0,0,0,0,0,0,0,0,1,0
440,4,1780000.0,2017-01-04,13366,14.2,1,2017,1,0,0,1,0,0,0,0,0,0,1,0,0,0
441,3,630000.0,2017-01-04,7113,18.8,1,2017,1,0,0,0,0,1,0,0,0,0,1,0,0,0
442,4,925000.0,2017-01-04,7113,18.8,1,2017,1,0,0,0,0,1,0,0,0,0,1,0,0,0
443,3,868000.0,2017-01-04,7113,18.8,1,2017,1,0,0,0,0,1,0,0,0,0,1,0,0,0
444,5,880000.0,2017-01-04,7113,18.8,1,2017,1,0,0,0,0,1,0,0,0,0,1,0,0,0
445,3,920000.0,2017-01-04,7113,18.8,1,2017,1,0,0,0,0,1,0,0,0,0,1,0,0,0
446,4,1550000.0,2017-01-04,4442,10.1,1,2017,1,0,0,0,0,0,1,0,0,0,0,0,0,1
447,2,720000.0,2017-01-04,4442,10.1,1,2017,0,0,1,0,0,0,1,0,0,1,0,0,0,0
448,2,586500.0,2017-01-04,4442,10.1,1,2017,0,0,1,0,0,0,1,0,0,0,1,0,0,0
449,3,551000.0,2017-01-04,9376,34.1,1,2017,1,0,0,0,0,1,0,0,0,0,0,0,1,0
450,4,510000.0,2017-01-04,9376,34.1,1,2017,1,0,0,0,0,1,0,0,0,0,0,0,1,0
451,2,1032000.0,2017-01-04,5498,6.2,1,2017,1,0,0,0,0,0,0,0,1,0,0,0,1,0
452,3,1270000.0,2017-01-04,5498,6.2,1,2017,1,0,0,0,0,0,0,0,1,0,1,0,0,0
453,4,710000.0,2017-01-04,11806,22.7,1,2017,1,0,0,0,0,1,0,0,0,0,1,0,0,0
454,6,1815000.0,2017-01-04,6821,1.8,1,2017,1,0,0,0,1,0,0,0,0,0,1,0,0,0
455,1,420000.0,2017-01-04,6821,1.8,1,2017,0,0,1,0,1,0,0,0,0,0,0,0,1,0
456,2,1200000.0,2017-01-04,11364,5.3,1,2017,1,0,0,0,1,0,0,0,0,1,0,0,0,0
457,1,345000.0,2017-01-04,11364,5.3,1,2017,0,0,1,0,1,0,0,0,0,1,0,0,0,0
459,3,1075000.0,2017-01-04,11364,5.3,1,2017,0,1,0,0,1,0,0,0,0,0,0,0,1,0
460,3,1332000.0,2017-01-04,11364,5.3,1,2017,1,0,0,0,1,0,0,0,0,0,1,0,0,0
462,3,685000.0,2017-01-04,4973,15.4,1,2017,1,0,0,1,0,0,0,0,0,0,1,0,0,0
463,3,1185000.0,2017-01-04,4973,15.4,1,2017,1,0,0,1,0,0,0,0,0,0,1,0,0,0
464,3,806000.0,2017-01-04,4973,15.4,1,2017,1,0,0,1,0,0,0,0,0,0,1,0,0,0
465,3,857000.0,2017-01-04,2651,11.2,1,2017,1,0,0,0,1,0,0,0,0,0,1,0,0,0
466,4,945000.0,2017-01-04,2651,11.2,1,2017,1,0,0,0,1,0,0,0,0,0,1,0,0,0
467,4,986000.0,2017-01-04,3224,12.3,1,2017,0,1,0,0,0,0,1,0,0,0,1,0,0,0
468,2,1120000.0,2017-01-04,3692,15.5,1,2017,1,0,0,0,0,1,0,0,0,0,1,0,0,0
469,3,710000.0,2017-01-04,3692,15.5,1,2017,0,0,1,0,0,1,0,0,0,1,0,0,0,0
470,2,420000.0,2017-01-04,3578,11.4,1,2017,0,0,1,0,0,0,1,0,0,0,1,0,0,0
471,2,490000.0,2017-01-04,3578,11.4,1,2017,0,0,1,0,0,0,1,0,0,0,0,0,1,0
473,3,1100000.0,2017-01-04,3578,11.4,1,2017,0,1,0,0,0,0,1,0,0,0,1,0,0,0
474,3,378000.0,2017-01-04,17384,47.3,1,2017,1,0,0,0,0,0,0,1,0,0,1,0,0,0
475,3,1260000.0,2017-01-04,5087,21.5,1,2017,1,0,0,0,0,1,0,0,0,0,1,0,0,0
476,3,1200000.0,2017-01-04,5087,21.5,1,2017,1,0,0,0,0,1,0,0,0,0,1,0,0,0
477,2,669000.0,2017-01-04,5087,21.5,1,2017,0,0,1,0,0,1,0,0,0,0,1,0,0,0
478,1,668000.0,2017-01-04,2309,1.8,1,2017,0,0,1,0,1,0,0,0,0,0,1,0,0,0
479,4,945000.0,2017-01-04,7485,8.5,1,2017,1,0,0,0,1,0,0,0,0,0,1,0,0,0
480,2,650000.0,2017-01-04,7485,8.5,1,2017,0,1,0,0,1,0,0,0,0,0,0,0,1,0
481,4,1510000.0,2017-01-04,7485,8.5,1,2017,1,0,0,0,1,0,0,0,0,0,1,0,0,0
482,2,522000.0,2017-01-04,7485,8.5,1,2017,0,1,0,0,1,0,0,0,0,0,0,0,1,0
483,3,760000.0,2017-01-04,7485,8.5,1,2017,0,0,1,0,1,0,0,0,0,0,1,0,0,0
484,3,930000.0,2017-01-04,7485,8.5,1,2017,1,0,0,0,1,0,0,0,0,0,1,0,0,0
485,3,645000.0,2017-01-04,3351,31.2,1,2017,0,1,0,0,0,1,0,0,0,0,1,0,0,0
487,3,641000.0,2017-01-04,15542,14.7,1,2017,1,0,0,0,0,0,0,0,1,0,0,0,1,0
488,4,720000.0,2017-01-04,15542,14.7,1,2017,1,0,0,0,0,0,0,0,1,0,0,0,0,1
489,2,625000.0,2017-01-04,8648,3.5,1,2017,0,0,1,0,0,0,1,0,0,0,1,0,0,0
490,3,1400000.0,2017-01-04,8648,3.5,1,2017,1,0,0,0,0,0,1,0,0,0,1,0,0,0
491,4,2090000.0,2017-01-04,8648,3.5,1,2017,0,1,0,0,0,0,1,0,0,0,0,0,1,0
492,1,505000.0,2017-01-04,8648,3.5,1,2017,0,0,1,0,0,0,1,0,0,0,1,0,0,0
493,3,1650000.0,2017-01-04,8648,3.5,1,2017,1,0,0,0,0,0,1,0,0,0,1,0,0,0
494,1,311000.0,2017-01-04,7717,4.6,1,2017,0,0,1,0,0,0,1,0,0,0,1,0,0,0
495,2,1325000.0,2017-01-04,7717,4.6,1,2017,1,0,0,0,0,0,1,0,0,0,1,0,0,0
497,2,940000.0,2017-01-04,7717,4.6,1,2017,0,0,1,0,0,0,1,0,0,0,1,0,0,0
498,3,893000.0,2017-01-04,14577,8.4,1,2017,0,1,0,0,1,0,0,0,0,0,1,0,0,0
499,2,410000.0,2017-01-04,14577,8.4,1,2017,0,0,1,0,1,0,0,0,0,0,0,0,0,1
500,3,640000.0,2017-01-04,14577,8.4,1,2017,0,1,0,0,1,0,0,0,0,0,0,0,0,1
501,3,1239500.0,2017-01-04,14577,8.4,1,2017,1,0,0,0,1,0,0,0,0,0,1,0,0,0
502,2,530000.0,2017-01-04,14577,8.4,1,2017,1,0,0,0,1,0,0,0,0,0,1,0,0,0
503,3,610000.0,2017-01-04,21650,12.0,1,2017,1,0,0,0,1,0,0,0,0,0,1,0,0,0
504,2,710000.0,2017-01-04,21650,12.0,1,2017,1,0,0,0,1,0,0,0,0,0,1,0,0,0
506,1,357500.0,2017-01-04,21650,12.0,1,2017,0,0,1,0,1,0,0,0,0,0,0,0,1,0
507,2,560000.0,2017-01-04,21650,12.0,1,2017,0,0,1,0,1,0,0,0,0,0,1,0,0,0
508,2,390000.0,2017-01-04,21650,12.0,1,2017,0,0,1,0,1,0,0,0,0,0,0,0,1,0
510,3,700000.0,2017-01-04,21650,12.0,1,2017,1,0,0,0,1,0,0,0,0,1,0,0,0,0
511,2,846000.0,2017-01-04,21650,12.0,1,2017,1,0,0,0,1,0,0,0,0,0,1,0,0,0
512,3,500000.0,2017-01-04,21650,12.0,1,2017,1,0,0,0,1,0,0,0,0,0,0,0,1,0
513,5,1100000.0,2017-01-04,21650,12.0,1,2017,1,0,0,0,1,0,0,0,0,1,0,0,0,0
515,2,655000.0,2017-01-04,21650,12.0,1,2017,0,1,0,0,1,0,0,0,0,0,1,0,0,0
516,2,520000.0,2017-01-04,21650,12.0,1,2017,1,0,0,0,1,0,0,0,0,0,1,0,0,0
517,3,850000.0,2017-01-04,21650,12.0,1,2017,1,0,0,0,1,0,0,0,0,0,0,0,1,0
519,3,886500.0,2017-01-04,21650,12.0,1,2017,1,0,0,0,1,0,0,0,0,0,1,0,0,0
520,2,1110000.0,2017-01-04,14949,2.4,1,2017,1,0,0,0,1,0,0,0,0,0,1,0,0,0
521,2,906000.0,2017-01-04,14949,2.4,1,2017,0,0,1,0,1,0,0,0,0,0,1,0,0,0
522,2,1100000.0,2017-01-04,14949,2.4,1,2017,0,1,0,0,1,0,0,0,0,1,0,0,0,0
523,2,610000.0,2017-01-04,14949,2.4,1,2017,0,0,1,0,1,0,0,0,0,0,0,0,0,1
524,1,550000.0,2017-01-04,14949,2.4,1,2017,0,0,1,0,1,0,0,0,0,0,1,0,0,0
525,2,514500.0,2017-01-04,14949,2.4,1,2017,0,0,1,0,1,0,0,0,0,0,0,0,1,0
527,3,1619000.0,2017-01-04,14949,2.4,1,2017,1,0,0,0,1,0,0,0,0,0,1,0,0,0
528,3,410000.0,2017-01-04,1475,47.4,1,2017,1,0,0,0,0,0,0,1,0,0,1,0,0,0
531,3,739000.0,2017-01-04,7785,19.9,1,2017,1,0,0,1,0,0,0,0,0,0,1,0,0,0
532,4,901000.0,2017-01-04,4407,21.3,1,2017,1,0,0,1,0,0,0,0,0,0,1,0,0,0
533,3,700000.0,2017-01-04,4407,21.3,1,2017,1,0,0,1,0,0,0,0,0,0,1,0,0,0
534,3,805000.0,2017-01-04,3619,19.9,1,2017,1,0,0,1,0,0,0,0,0,0,1,0,0,0
539,4,868200.0,2017-01-04,11667,23.5,1,2017,1,0,0,0,0,1,0,0,0,0,1,0,0,0
541,4,462000.0,2017-01-04,5833,20.6,1,2017,1,0,0,0,1,0,0,0,0,0,1,0,0,0
542,4,448000.0,2017-01-04,5833,20.6,1,2017,1,0,0,0,1,0,0,0,0,0,1,0,0,0
543,3,393500.0,2017-01-04,5833,20.6,1,2017,1,0,0,0,1,0,0,0,0,0,1,0,0,0
546,3,1450000.0,2017-01-04,4497,15.2,1,2017,1,0,0,0,0,0,1,0,0,1,0,0,0,0
548,3,821000.0,2017-01-04,2206,22.2,1,2017,1,0,0,1,0,0,0,0,0,0,1,0,0,0
549,4,701000.0,2017-01-04,8077,35.4,1,2017,1,0,0,0,0,1,0,0,0,0,1,0,0,0
550,3,865500.0,2017-01-04,2417,5.1,1,2017,1,0,0,0,0,0,0,0,1,0,1,0,0,0
551,2,362000.0,2017-01-04,2417,5.1,1,2017,0,0,1,0,0,0,0,0,1,0,1,0,0,0
553,2,651000.0,2017-01-04,5943,1.9,1,2017,0,0,1,0,0,0,1,0,0,0,1,0,0,0
554,4,711000.0,2017-01-04,7969,20.5,1,2017,1,0,0,0,1,0,0,0,0,0,1,0,0,0
555,4,560000.0,2017-01-04,7969,20.5,1,2017,1,0,0,0,1,0,0,0,0,0,0,0,1,0
556,3,387000.0,2017-01-04,7969,20.5,1,2017,0,1,0,0,1,0,0,0,0,0,0,0,1,0
558,5,920000.0,2017-01-04,7969,20.5,1,2017,1,0,0,0,1,0,0,0,0,0,1,0,0,0
559,4,706000.0,2017-01-04,7969,20.5,1,2017,1,0,0,0,1,0,0,0,0,0,1,0,0,0
560,5,5000000.0,2017-01-04,14887,2.7,1,2017,1,0,0,0,0,0,1,0,0,0,0,0,0,1
561,1,480000.0,2017-01-04,14887,2.7,1,2017,0,0,1,0,0,0,1,0,0,1,0,0,0,0
562,2,495000.0,2017-01-04,14887,2.7,1,2017,0,0,1,0,0,0,1,0,0,0,0,0,1,0
564,2,705000.0,2017-01-04,14887,2.7,1,2017,0,0,1,0,0,0,1,0,0,0,1,0,0,0
565,1,392000.0,2017-01-04,14887,2.7,1,2017,0,0,1,0,0,0,1,0,0,0,1,0,0,0
566,2,630000.0,2017-01-04,8400,0.7,1,2017,0,0,1,0,0,0,1,0,0,0,0,0,1,0
567,3,667500.0,2017-01-04,1223,6.2,1,2017,0,1,0,0,0,0,0,0,1,0,0,0,1,0
568,3,860000.0,2017-01-04,7412,20.8,1,2017,1,0,0,0,0,1,0,0,0,0,1,0,0,0
569,4,860000.0,2017-01-04,14042,14.0,1,2017,1,0,0,0,0,0,0,0,1,0,0,0,1,0
570,3,610000.0,2017-01-04,14042,14.0,1,2017,1,0,0,0,0,0,0,0,1,1,0,0,0,0
571,3,605000.0,2017-01-04,14042,14.0,1,2017,1,0,0,0,0,0,0,0,1,0,1,0,0,0
572,3,645000.0,2017-01-04,14042,14.0,1,2017,1,0,0,0,0,0,0,0,1,0,0,1,0,0
574,1,1100000.0,2017-01-04,14042,14.0,1,2017,1,0,0,0,0,0,0,0,1,0,0,0,1,0
575,3,640000.0,2017-01-04,13240,5.0,1,2017,0,0,1,0,0,0,1,0,0,0,1,0,0,0
577,2,501500.0,2017-01-04,13240,5.0,1,2017,0,0,1,0,0,0,1,0,0,0,1,0,0,0
578,3,890000.0,2017-01-04,3284,8.2,1,2017,0,1,0,0,0,0,0,0,1,0,1,0,0,0
579,4,1301000.0,2017-01-04,3284,8.2,1,2017,1,0,0,0,0,0,0,0,1,0,1,0,0,0
580,3,900000.0,2017-01-04,389,8.2,1,2017,1,0,0,0,0,0,0,0,1,1,0,0,0,0
581,3,890000.0,2017-01-04,3755,10.5,1,2017,1,0,0,0,0,0,0,0,1,0,1,0,0,0
583,2,430000.0,2017-01-04,3755,10.5,1,2017,0,0,1,0,0,0,0,0,1,0,0,0,0,1
584,3,1200000.0,2017-01-04,3755,10.5,1,2017,1,0,0,0,0,0,0,0,1,0,0,1,0,0
585,3,612000.0,2017-01-04,3755,10.5,1,2017,1,0,0,0,0,0,0,0,1,0,0,0,1,0
586,3,732000.0,2017-01-04,4217,10.5,1,2017,1,0,0,0,0,0,0,0,1,0,1,0,0,0
587,4,861800.0,2017-01-04,4217,10.5,1,2017,1,0,0,0,0,0,0,0,1,0,1,0,0,0
588,4,630000.0,2017-01-04,6763,10.5,1,2017,0,1,0,0,0,0,0,0,1,0,0,0,1,0
591,5,3250000.0,2017-01-04,5457,10.2,1,2017,1,0,0,0,0,0,1,0,0,1,0,0,0,0
593,4,1600000.0,2017-01-04,5457,10.2,1,2017,1,0,0,0,0,0,1,0,0,0,1,0,0,0
596,5,593000.0,2017-01-04,3640,18.0,1,2017,1,0,0,0,0,0,0,0,1,0,1,0,0,0
597,4,547000.0,2017-01-04,3640,18.0,1,2017,1,0,0,0,0,0,0,0,1,0,1,0,0,0
599,4,645500.0,2017-01-04,5336,15.5,1,2017,1,0,0,0,0,0,0,0,1,0,1,0,0,0
600,5,1952000.0,2017-01-04,6202,15.5,1,2017,1,0,0,1,0,0,0,0,0,0,1,0,0,0
601,3,1175000.0,2017-01-04,6202,15.5,1,2017,1,0,0,1,0,0,0,0,0,0,1,0,0,0
602,4,1750000.0,2017-01-04,6202,15.5,1,2017,1,0,0,1,0,0,0,0,0,0,1,0,0,0
603,4,1380000.0,2017-01-04,6202,15.5,1,2017,1,0,0,1,0,0,0,0,0,0,1,0,0,0
604,3,965000.0,2017-01-04,6202,15.5,1,2017,0,1,0,1,0,0,0,0,0,0,1,0,0,0
605,4,1051888.0,2017-01-04,5420,12.4,1,2017,1,0,0,1,0,0,0,0,0,0,0,1,0,0
606,5,1310000.0,2017-01-04,5420,12.4,1,2017,1,0,0,1,0,0,0,0,0,0,1,0,0,0
607,4,1150000.0,2017-01-04,5420,12.4,1,2017,1,0,0,1,0,0,0,0,0,0,1,0,0,0
608,4,1255000.0,2017-01-04,5420,12.4,1,2017,1,0,0,1,0,0,0,0,0,0,1,0,0,0
609,5,1351000.0,2017-01-04,5420,12.4,1,2017,1,0,0,1,0,0,0,0,0,0,1,0,0,0
610,3,1161500.0,2017-01-04,5420,12.4,1,2017,1,0,0,1,0,0,0,0,0,0,0,0,1,0
611,3,580000.0,2017-01-04,7955,15.3,1,2017,1,0,0,0,1,0,0,0,0,0,1,0,0,0
612,3,745000.0,2017-01-04,7955,15.3,1,2017,1,0,0,0,1,0,0,0,0,0,1,0,0,0
613,3,576000.0,2017-01-04,7955,15.3,1,2017,1,0,0,0,1,0,0,0,0,0,1,0,0,0
614,3,517000.0,2017-01-04,7955,15.3,1,2017,0,0,1,0,1,0,0,0,0,0,1,0,0,0
615,3,525000.0,2017-01-04,7955,15.3,1,2017,1,0,0,0,1,0,0,0,0,0,1,0,0,0
617,2,1260000.0,2017-01-04,8870,7.0,1,2017,1,0,0,0,1,0,0,0,0,0,1,0,0,0
